,codigo,inf_mortality,life_ex,locale,locale_type,year,MHDI,MHDI_income,MHDI_life_ex,MHDI_education,education,income
4187,,"18,50","74,23","Fragoso (Magé , RM do Rio de Janeiro)",,2000,"0,690","0,710","0,821","0,563","9,66","663,14"
4188,,"33,50","67,31","Fragoso / Jardim Nazareno (Magé , RM do Rio de Janeiro)",,2000,"0,531","0,591","0,705","0,359","7,22","317,36"
4189,,"24,80","70,98","Fragoso / Morro do Caititu (Magé , RM do Rio de Janeiro)",,2000,"0,622","0,664","0,766","0,472","9,07","497,97"
4190,,"18,50","74,23","Freguesia Nossa Senhora da Piedade (Magé , RM do Rio de Janeiro)",,2000,"0,690","0,710","0,821","0,563","9,66","663,14"
4191,,"15,10","76,19","Freguesia Nossa Senhora da Piedade / Centro-Magemirim / Viação Teresópolis (Magé , RM do Rio de Janeiro)",,2000,"0,805","0,823","0,853","0,743","10,50","1342,61"
4192,,"18,50","74,23","Ipiranga / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)",,2000,"0,690","0,710","0,821","0,563","9,66","663,14"
4193,,"29,90","68,74","Itacolomi (Magé , RM do Rio de Janeiro)",,2000,"0,561","0,623","0,729","0,389","8,21","385,73"
4194,,"33,50","67,31","Jardim da Paz / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)",,2000,"0,531","0,591","0,705","0,359","7,22","317,36"
4195,,"25,90","70,49","Jardim do Nazareno (Magé , RM do Rio de Janeiro)",,2000,"0,590","0,654","0,758","0,414","8,41","468,68"
4196,,"29,90","68,74","Jardim Esmeralda (Magé , RM do Rio de Janeiro)",,2000,"0,561","0,623","0,729","0,389","8,21","385,73"
4197,,"29,90","68,74","Jardim Novo Horizonte / Vila Recreio / Jardim Paradinhos / Pedágio (Magé , RM do Rio de Janeiro)",,2000,"0,561","0,623","0,729","0,389","8,21","385,73"
4198,,"33,50","67,31","Jardim Riviera / Guia de Pacobaiba (Magé , RM do Rio de Janeiro)",,2000,"0,531","0,591","0,705","0,359","7,22","317,36"
4199,,"18,50","74,23","Jóquei Club Ipiranga / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)",,2000,"0,690","0,710","0,821","0,563","9,66","663,14"
4200,,"34,90","66,77","Luzitânia / Vila Esperança / Barbuda (Magé , RM do Rio de Janeiro)",,2000,"0,494","0,577","0,696","0,301","7,56","289,18"
4201,,"28,80","69,19","Maria Conga / Suvaco de Cobra / Saco (Magé , RM do Rio de Janeiro)",,2000,"0,571","0,631","0,737","0,400","7,81","406,66"
4202,,"29,90","68,74","Nova Marília / Citrolândia (Magé , RM do Rio de Janeiro)",,2000,"0,561","0,623","0,729","0,389","8,21","385,73"
4203,,"34,90","66,77","Nova Marília / Piedade (Magé , RM do Rio de Janeiro)",,2000,"0,494","0,577","0,696","0,301","7,56","289,18"
4204,,"25,90","70,49","Parque Bonguile (Magé , RM do Rio de Janeiro)",,2000,"0,590","0,654","0,758","0,414","8,41","468,68"
4205,,"32,40","67,76","Parque Imperador / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)",,2000,"0,544","0,602","0,713","0,376","8,78","339,09"
4206,,"24,80","71,00","Parque Iriri / Matadouro (Magé , RM do Rio de Janeiro)",,2000,"0,656","0,665","0,767","0,553","9,25","500,55"
4207,,"34,90","66,77","Parque São José (Magé , RM do Rio de Janeiro)",,2000,"0,494","0,577","0,696","0,301","7,56","289,18"
4208,,"29,90","68,74","Parque Veneza / Corumbá (Magé , RM do Rio de Janeiro)",,2000,"0,561","0,623","0,729","0,389","8,21","385,73"
4209,,"35,50","66,56","Pau Grande (Magé , RM do Rio de Janeiro)",,2000,"0,501","0,572","0,693","0,317","7,47","280,51"
4210,,"18,50","74,23","Piabetá (Magé , RM do Rio de Janeiro)",,2000,"0,690","0,710","0,821","0,563","9,66","663,14"
4211,,"24,80","70,98","Piabeta / Centro (Magé , RM do Rio de Janeiro)",,2000,"0,622","0,664","0,766","0,472","9,07","497,97"
4212,,"18,50","74,23","Rio do Ouro / Loteamento Granjas São José da Cachoeira (Magé , RM do Rio de Janeiro)",,2000,"0,690","0,710","0,821","0,563","9,66","663,14"
4213,,"33,50","67,31","Santa Dália / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)",,2000,"0,531","0,591","0,705","0,359","7,22","317,36"
4214,,"29,90","68,74","Santo Aleixo (Magé , RM do Rio de Janeiro)",,2000,"0,561","0,623","0,729","0,389","8,21","385,73"
4215,,"25,00","70,90","Santo Aleixo / Serra dos Orgãos (Magé , RM do Rio de Janeiro)",,2000,"0,631","0,661","0,765","0,496","9,29","489,33"
4216,,"34,90","66,77","São Francisco do Croara (Magé , RM do Rio de Janeiro)",,2000,"0,494","0,577","0,696","0,301","7,56","289,18"
4217,,"29,90","68,74","São Geraldo (Magé , RM do Rio de Janeiro)",,2000,"0,561","0,623","0,729","0,389","8,21","385,73"
4218,,"28,80","69,19","Sítio do Pica Pau / Ponto Final / Santo Aleixo (Magé , RM do Rio de Janeiro)",,2000,"0,571","0,631","0,737","0,400","7,81","406,66"
4219,,"25,90","70,49","Suruí Centro (Magé , RM do Rio de Janeiro)",,2000,"0,590","0,654","0,758","0,414","8,41","468,68"
4220,,"25,00","70,90","Suruí Centro / Estação (Magé , RM do Rio de Janeiro)",,2000,"0,631","0,661","0,765","0,496","9,29","489,33"
4221,,"33,50","67,31","Vila Carvalho / Piabetá (Magé , RM do Rio de Janeiro)",,2000,"0,531","0,591","0,705","0,359","7,22","317,36"
4222,,"28,80","69,19","Vila Liberdade (Magé , RM do Rio de Janeiro)",,2000,"0,571","0,631","0,737","0,400","7,81","406,66"
4223,,"15,10","76,19","Colinas (Mairiporã , RM São Paulo)",,2000,"0,805","0,823","0,853","0,743","10,50","1342,61"
4224,,"30,20","67,05","Colinas / Mairiporã : Rua Bucarest / Rua Mongólia (Mairiporã , RM São Paulo)",,2000,"0,544","0,596","0,701","0,385","9,06","326,71"
4225,,--,--,"Mairiporã : Cemitério Jardim da Serra (Mairiporã , RM São Paulo)",,2000,--,--,--,--,--,--
4226,,"16,70","73,66","Mairiporã : Escola Estadual Arthur Weingrill / Escola Municipal Professor Armando Pavanelli (Mairiporã , RM São Paulo)",,2000,"0,688","0,742","0,811","0,542","10,35","808,97"
4227,,"22,40","70,54","Mairiporã : Escola Estadual Doutor José Roberto Melchior (Mairiporã , RM São Paulo)",,2000,"0,648","0,672","0,759","0,534","9,96","524,04"
4228,,"23,80","69,85","Mairiporã : Escola Estadual Nair Hannickel Romaro / Escola Municipal Nancy de Freitas Rolim (Mairiporã , RM São Paulo)",,2000,"0,619","0,635","0,748","0,499","10,18","417,17"
4229,,"22,40","70,54","Mairiporã : Escola Estadual Professora Nide Zaim Cardoso (Mairiporã , RM São Paulo)",,2000,"0,648","0,672","0,759","0,534","9,96","524,04"
4230,,"12,40","76,53","Mairiporã : Escola Estadual Professor Odarico Oliveira Nascimento (Mairiporã , RM São Paulo)",,2000,"0,817","0,843","0,859","0,752","11,12","1518,45"
4231,,"30,20","67,05","Mairiporã : Escola Municipal Jardins Cinco Lagos de Santa Maria / Escola Municipal de Educação Infantil Jardins Cinco Lagos de Santa Maria (Mairiporã , RM São Paulo)",,2000,"0,544","0,596","0,701","0,385","9,06","326,71"
4232,,"15,70","74,28","Mairiporã : Escola Municipal José da Silveira Pinheiro / Escola Municipal Mufarrege Salomao Chamma / Delegacia e Ciretran de Mairiporã (Mairiporã , RM São Paulo)",,2000,"0,773","0,759","0,821","0,741","10,95","900,94"
4233,,"15,70","74,28","Mairiporã : Escola Municipal Luiz Jose da Silva / Escola Municipal Creche Professora Sumico Maeda Yanase (Mairiporã , RM São Paulo)",,2000,"0,773","0,759","0,821","0,741","10,95","900,94"
4234,,"15,70","74,28","Mairiporã : Estrada Armando B. de Almeida / Rua Kyugo Yoshida (Mairiporã , RM São Paulo)",,2000,"0,773","0,759","0,821","0,741","10,95","900,94"
4235,,"19,50","72,05","Mairiporã : Ponto Turístico Pedreira do Dib (Mairiporã , RM São Paulo)",,2000,"0,691","0,696","0,784","0,604","10,93","608,20"
4236,,--,--,"Mairiporã : Rod. Fernão Dias ( KM 67 ) / Pedágio (Mairiporã , RM São Paulo)",,2000,--,--,--,--,--,--
4237,,"23,80","69,85","Mato Dentro (Mairiporã , RM São Paulo)",,2000,"0,619","0,635","0,748","0,499","10,18","417,17"
4238,,"15,70","74,28","Paiva Castro : Condomínio Residencial Gleba I (Mairiporã , RM São Paulo)",,2000,"0,773","0,759","0,821","0,741","10,95","900,94"
4239,,--,--,"Paiva Castro : Condominio Suíça da Cantareira (Mairiporã , RM São Paulo)",,2000,--,--,--,--,--,--
4240,,--,--,"Paiva Castro : Escola Estadual Bairro do Itaim / Escola de Educacao Especial Apae Alice Silva Oliveira (Mairiporã , RM São Paulo)",,2000,--,--,--,--,--,--
4241,,"15,70","74,28","Paiva Castro : Moacyr Archanjo Dos Santos Escola Municipal / Escola Estadual Bairro do Itaim (Mairiporã , RM São Paulo)",,2000,"0,773","0,759","0,821","0,741","10,95","900,94"
4242,,"15,70","74,28","Paiva Castro : Parque Estadual da Cantareira (Mairiporã , RM São Paulo)",,2000,"0,773","0,759","0,821","0,741","10,95","900,94"
4243,,"12,30","76,59","Paiva Castro : Ponto Turístico Trilha Das Torres (Mairiporã , RM São Paulo)",,2000,"0,793","0,850","0,860","0,682","11,01","1585,34"
4244,,"22,40","70,54","Pirucaia (Mairiporã , RM São Paulo)",,2000,"0,648","0,672","0,759","0,534","9,96","524,04"
4245,,"23,80","69,85","Terra Preta (Mairiporã , RM São Paulo)",,2000,"0,619","0,635","0,748","0,499","10,18","417,17"
4246,,"23,20","70,16","Terra Preta : Escola de Educacao Infantil Mundo Magico Sc Ltda M (Mairiporã , RM São Paulo)",,2000,"0,605","0,648","0,753","0,453","9,70","450,99"
4247,,"23,20","70,16","Terra Preta : Escola Municipal Paschoal Luciane Junior (Mairiporã , RM São Paulo)",,2000,"0,605","0,648","0,753","0,453","9,70","450,99"
4248,,"23,20","70,16","AgroVila do Paraná do Castanho (Manacapuru , RM Manaus)",,2000,"0,605","0,648","0,753","0,453","9,70","450,99"
4249,,"47,90","64,50","Aparecida (Manacapuru , RM Manaus)",,2000,"0,398","0,445","0,658","0,215","6,45","127,90"
4250,,"41,30","66,44","Biribiri (Manacapuru , RM Manaus)",,2000,"0,496","0,555","0,691","0,319","7,46","252,77"
4251,,"42,30","66,14","Centro (Manacapuru , RM Manaus)",,2000,"0,489","0,540","0,686","0,316","7,36","230,31"
4252,,"44,60","65,44","Centro : Cemitério / Av. Barão do Rio Branco / Rua Marcílio Dias (Manacapuru , RM Manaus)",,2000,"0,467","0,524","0,674","0,288","6,43","208,33"
4253,,"32,00","69,53","Centro : Parque do Ingá / Rodoviária (Manacapuru , RM Manaus)",,2000,"0,616","0,652","0,742","0,483","9,25","462,68"
4254,,"22,50","73,34","Comunidade Bela Vista (Manacapuru , RM Manaus)",,2000,"0,693","0,716","0,806","0,576","9,82","688,60"
4255,,"42,30","66,14","Comunidade do Jacaré (Manacapuru , RM Manaus)",,2000,"0,489","0,540","0,686","0,316","7,36","230,31"
4256,,"47,90","64,50","Comunidade do Tuiué / Vila Rica (Manacapuru , RM Manaus)",,2000,"0,398","0,445","0,658","0,215","6,45","127,90"
4257,,"47,90","64,50","Comunidade Lago do Ubim / Comunidade do Ariaú (Manacapuru , RM Manaus)",,2000,"0,398","0,445","0,658","0,215","6,45","127,90"
4258,,"42,30","66,14","Comunidade Sacambú (Manacapuru , RM Manaus)",,2000,"0,489","0,540","0,686","0,316","7,36","230,31"
4259,,"47,90","64,50","Correnteza (Manacapuru , RM Manaus)",,2000,"0,398","0,445","0,658","0,215","6,45","127,90"
4260,,"42,30","66,14","Lago Azul / Santo Antônio (Manacapuru , RM Manaus)",,2000,"0,489","0,540","0,686","0,316","7,36","230,31"
4261,,"22,50","73,34","Liberdade (Manacapuru , RM Manaus)",,2000,"0,693","0,716","0,806","0,576","9,82","688,60"
4262,,"44,60","65,46","Morada do Sol (Manacapuru , RM Manaus)",,2000,"0,454","0,524","0,674","0,265","6,93","208,35"
4263,,"42,30","66,14","Nova Manacá (Manacapuru , RM Manaus)",,2000,"0,489","0,540","0,686","0,316","7,36","230,31"
4264,,"42,30","66,14","São Francisco (Manacapuru , RM Manaus)",,2000,"0,489","0,540","0,686","0,316","7,36","230,31"
4265,,"42,30","66,14","São José (Manacapuru , RM Manaus)",,2000,"0,489","0,540","0,686","0,316","7,36","230,31"
4266,,"38,90","67,19","Terra Preta (Manacapuru , RM Manaus)",,2000,"0,529","0,587","0,703","0,359","7,30","308,24"
4267,,"42,30","66,14","União (Manacapuru , RM Manaus)",,2000,"0,489","0,540","0,686","0,316","7,36","230,31"
4268,,"38,90","67,19","Zona Rural Manacapuru (Manacapuru , RM Manaus)",,2000,"0,529","0,587","0,703","0,359","7,30","308,24"
4269,,"46,80","64,83","Adrianópolis (Manaus , RM Manaus)",,2000,"0,385","0,479","0,664","0,179","5,34","157,79"
4270,,"15,80","76,58","Adrianópolis / Nossa Senhora das Graças ( Vieiralves / Amazonense / Maceió ) (Manaus , RM Manaus)",,2000,"0,760","0,861","0,860","0,593","9,63","1697,94"
4271,,"14,60","77,26","Aleixo (Manaus , RM Manaus)",,2000,"0,867","0,956","0,871","0,783","10,81","3073,30"
4272,,"14,60","77,26","Aleixo / Adrianópolis (Manaus , RM Manaus)",,2000,"0,867","0,956","0,871","0,783","10,81","3073,30"
4273,,"29,70","70,40","Aleixo ( Conjunto Jardim Paulista / Conjunto Huascar Angelim ) (Manaus , RM Manaus)",,2000,"0,651","0,684","0,757","0,532","9,43","562,71"
4274,,"18,90","75,00","Aleixo ( Conjunto Vila Camara / Conjunto Habitacional Tiradentes / Conjunto Habitacional Petro de Manaus / Condomínio Joaquim Ribeiro ) (Manaus , RM Manaus)",,2000,"0,749","0,783","0,833","0,645","9,42","1043,57"
4275,,"14,90","77,10","Alvorada (Manaus , RM Manaus)",,2000,"0,839","0,907","0,868","0,749","10,74","2260,87"
4276,,"34,40","68,68","Alvorada ( Conjunto Álvaro Neves ) (Manaus , RM Manaus)",,2000,"0,599","0,640","0,728","0,462","8,85","430,50"
4277,,"18,90","75,00","Alvorada : Jardim Encontro das Águas / Conjunto Dom Pedro II / Conjunto Dom Pedro I / Conjunto Tropical (Manaus , RM Manaus)",,2000,"0,749","0,783","0,833","0,645","9,42","1043,57"
4278,,"17,40","75,76","Armando Mendes (Manaus , RM Manaus)",,2000,"0,781","0,813","0,846","0,692","9,83","1263,54"
4279,,"40,20","66,77","Augusto Montenegro (Manaus , RM Manaus)",,2000,"0,502","0,572","0,696","0,317","7,99","281,78"
4280,,"22,10","73,53","Betânia / Crespo / São Lázaro / Morro da Liberdade (Manaus , RM Manaus)",,2000,"0,697","0,736","0,809","0,569","9,85","782,26"
4281,,"34,20","68,77","Cachoeirinha (Manaus , RM Manaus)",,2000,"0,607","0,641","0,730","0,477","8,68","433,03"
4282,,"22,10","73,53","Cachoeirinha : Av. Maués (Manaus , RM Manaus)",,2000,"0,697","0,736","0,809","0,569","9,85","782,26"
4283,,"34,70","68,57","Cachoeirinha / Centro (Manaus , RM Manaus)",,2000,"0,588","0,629","0,726","0,445","8,14","399,63"
4284,,"23,00","73,09","Cachoeirinha ( Condomínio Jardim Brasil ) (Manaus , RM Manaus)",,2000,"0,661","0,702","0,802","0,513","8,06","630,61"
4285,,"16,30","76,35","Cachoeirinha ( Parque Residencial Gilberto Mestrinho ) (Manaus , RM Manaus)",,2000,"0,806","0,838","0,856","0,730","11,04","1473,24"
4286,,"34,70","68,57","Centro (Manaus , RM Manaus)",,2000,"0,588","0,629","0,726","0,445","8,14","399,63"
4287,,"31,30","69,79","Centro : Av. Boulevard / Av. Ayrão / Rua Japurá / Av. Tarumã / Av. Constantino Nery / Rua Ferreira Pena / Rua Comendador Clementino ) (Manaus , RM Manaus)",,2000,"0,644","0,674","0,747","0,530","9,30","531,59"
4288,,"20,60","74,18","Centro : Cadeia Pública Raimundo Vidal Pessoa / Makro Manaus Moderna / Av. Manaus Moderna (Manaus , RM Manaus)",,2000,"0,721","0,753","0,820","0,607","10,06","869,24"
4289,,"44,20","65,58","Centro : Mercado Municipal / Rua dos Andradas / Rua Quintino Bocaiúva / Av. Joaquim Nabuco (Manaus , RM Manaus)",,2000,"0,421","0,525","0,676","0,210","5,24","209,82"
4290,,"22,50","73,34","Centro / Nossa Senhora Aparecida : Comando Naval / Capitania Fluvial / Museu Paço da Liberdade / Beco José Casemiro (Manaus , RM Manaus)",,2000,"0,693","0,716","0,806","0,576","9,82","688,60"
4291,,"34,70","68,60","Centro / Nossa Senhora Aparecida ( Comunidade Bairro do Céu / Parque Residencial Manaus PROSAMIN ) (Manaus , RM Manaus)",,2000,"0,588","0,629","0,727","0,444","8,48","399,61"
4292,,"15,80","76,58","Centro : Parque Residencial Manaus I PROSAMIN (Manaus , RM Manaus)",,2000,"0,760","0,861","0,860","0,593","9,63","1697,94"
4293,,"31,50","69,73","Chapada / Dom Pedro I ( Residencial Solar dos Franceses / Residencial Parque dos Franceses / Conjunto Tocantins / Conjunto Bosque dos Ingleses / Residencial Renaissance / Kissia II / Parque Aripuanã / Condomínio Vila do Sol Maior / Condomínio Bevelly Hills / Vila Militar Bafururu / Condomínio Cidade Jardim ) (Manaus , RM Manaus)",,2000,"0,635","0,673","0,746","0,509","9,22","528,24"
4294,,"15,40","76,79","Chapada ( Residencial Rio Mar ) (Manaus , RM Manaus)",,2000,"0,824","0,871","0,863","0,743","10,62","1805,68"
4295,,"33,00","69,18","Cidade de Deus ( Comunidade Gustavo Nascimento / Conjunto Braga mendes / Conjunto Cidadão XIII - Aprovação ) (Manaus , RM Manaus)",,2000,"0,610","0,648","0,736","0,475","8,51","450,82"
4296,,"40,60","66,68","Cidade de Deus ( Comunidade Vale do Amanhecer / Comunidade Alfredo Nascimento / Conjunto Amadeu Botelho / Loteamento Parque dos Estados ) (Manaus , RM Manaus)",,2000,"0,512","0,566","0,695","0,341","7,11","270,15"
4297,,"44,60","65,44","Cidade de Deus / Jorge Teixeira ( Comunidade Nossa Senhora de Fátima ) (Manaus , RM Manaus)",,2000,"0,467","0,524","0,674","0,288","6,43","208,33"
4298,,"45,10","65,29","Cidade de Deus (Residencial Popular Ben Hur ) (Manaus , RM Manaus)",,2000,"0,444","0,517","0,672","0,252","6,63","200,15"
4299,,--,--,"Cidade Nova (Manaus , RM Manaus)",,2000,--,--,--,--,--,--
4300,,"35,00","68,49","Cidade Nova / Cidade de Deus ( Conjunto Habitacional Jardim Canaranas I / Loteamento Fazendinha / Núcleo IX ) (Manaus , RM Manaus)",,2000,"0,580","0,626","0,725","0,430","8,17","393,94"
4301,,"29,70","70,40","Cidade Nova ( Comunidade Mundo Novo / Conjunto Boas Novas ) (Manaus , RM Manaus)",,2000,"0,651","0,684","0,757","0,532","9,43","562,71"
4302,,"38,90","67,19","Cidade Nova ( Comunidade Nossa Senhora do Perpétuo Socorro / Núcleo VII / Núcleo X ) (Manaus , RM Manaus)",,2000,"0,529","0,587","0,703","0,359","7,30","308,24"
4303,,"35,00","68,49","Cidade Nova ( Conjunto Habitacional Jardim Canaranas I / Conjunto Osvaldo Frota / Conjunto Américo Medeiros / Conjunto Francisca Mendes ) (Manaus , RM Manaus)",,2000,"0,580","0,626","0,725","0,430","8,17","393,94"
4304,,"26,30","71,71","Cidade Nova ( Conjunto Habitacional Jardim Canaranas I / Loteamento Campo Dourado / Loteamento Riacho Doce ) (Manaus , RM Manaus)",,2000,"0,685","0,693","0,779","0,595","9,73","597,85"
4305,,"34,70","68,57","Cidade Nova ( Conjunto Villa Cidades / Loteamento Riacho Doce / Núcleo VIII ) (Manaus , RM Manaus)",,2000,"0,588","0,629","0,726","0,445","8,14","399,63"
4306,,"26,30","71,71","Cidade Nova / Nova Cidade ( Conjunto Carlos Braga - Cidadão III / Conjunto Habitacional Vila da Barra / Conjunto Galiléia / Conjunto Renato Souza Pinto (2ª Etapa) / Loteamento Ribeiro Júnior / Conjunto Cidade Nova I ) (Manaus , RM Manaus)",,2000,"0,685","0,693","0,779","0,595","9,73","597,85"
4307,,"26,80","71,51","Colônia Antônio Aleixo / Distrito Industrial II (Manaus , RM Manaus)",,2000,"0,694","0,692","0,775","0,624","10,11","594,16"
4308,,"18,90","75,00","Colônia Oliveira Machado / Educandos (Manaus , RM Manaus)",,2000,"0,749","0,783","0,833","0,645","9,42","1043,57"
4309,,"38,00","67,49","Colônia Oliveira Machado / Vila Buriti ( Vila Humaitá - Marinha / Vila Rio Negro ) (Manaus , RM Manaus)",,2000,"0,564","0,606","0,708","0,419","8,20","346,52"
4310,,"14,90","77,10","Colônia Santo Antônio ( Comunidade José Bonifácio / Condominío Residencial Bom Pastor ) (Manaus , RM Manaus)",,2000,"0,839","0,907","0,868","0,749","10,74","2260,87"
4311,,"37,40","67,66","Colônia Santo Antônio ( Loteamento Recreio Canaã ) (Manaus , RM Manaus)",,2000,"0,550","0,621","0,711","0,376","7,85","381,90"
4312,,"37,40","67,66","Colônia Terra Nova / Novo Israel ( Invasão Jesus me deu / Loteamento Jardim São Luis / Loteamento Rio Piorini / Loteamento Santa Marta ) (Manaus , RM Manaus)",,2000,"0,550","0,621","0,711","0,376","7,85","381,90"
4313,,"41,80","66,27","Compensa (Manaus , RM Manaus)",,2000,"0,504","0,544","0,688","0,342","7,07","235,71"
4314,,"41,70","66,31","Compensa ( Conjunto Rio Xingu) (Manaus , RM Manaus)",,2000,"0,508","0,546","0,689","0,349","7,85","239,12"
4315,,"18,90","75,00","Compensa ( Loteamento Parque Residencial Aruanã ) (Manaus , RM Manaus)",,2000,"0,749","0,783","0,833","0,645","9,42","1043,57"
4316,,"22,10","73,53","Compensa ( Residencial Parque Ayapuá / Parque Residencial Aruanã / Parque Residencial Sabiá / Conjunto IPASE / Conjunto dos Sargentos / Condomínio Guararapes / Vila Militar do São Jorge ) (Manaus , RM Manaus)",,2000,"0,697","0,736","0,809","0,569","9,85","782,26"
4317,,"16,30","76,35","Compensa / Santo Agostinho (Manaus , RM Manaus)",,2000,"0,806","0,838","0,856","0,730","11,04","1473,24"
4318,,"34,70","68,60","Compensa / Santo Antônio ( Conjunto Residencial Sargento Pantoja ) (Manaus , RM Manaus)",,2000,"0,588","0,629","0,727","0,444","8,48","399,61"
4319,,"20,60","74,18","Comunidade da Sharp (Manaus , RM Manaus)",,2000,"0,721","0,753","0,820","0,607","10,06","869,24"
4320,,"29,70","70,40","Comunidade Loteamento Vitória (Manaus , RM Manaus)",,2000,"0,655","0,680","0,757","0,546","9,40","550,49"
4321,,"44,20","65,58","Comunidade Mundo Novo (Manaus , RM Manaus)",,2000,"0,421","0,525","0,676","0,210","5,24","209,82"
4322,,"44,60","65,44","Comunidade Nossa Senhora de Fátima (Manaus , RM Manaus)",,2000,"0,467","0,524","0,674","0,288","6,43","208,33"
4323,,--,--,"Condomínio Acácias / Condomínio Eliza Miranda / Conjunto Nova República (Manaus , RM Manaus)",,2000,--,--,--,--,--,--
4324,,"16,30","76,35","Condomínio Atlantis / Condomínio Bosque Copenhagen / Conjunto Dallas / Condomínio Juliana (Manaus , RM Manaus)",,2000,"0,806","0,838","0,856","0,730","11,04","1473,24"
4325,,"14,90","77,10","Condomínio Bougainville / Conjunto Vila do Rei / Condomínio Edifício Parque Imperial (Manaus , RM Manaus)",,2000,"0,839","0,907","0,868","0,749","10,74","2260,87"
4326,,"14,90","77,10","Condomínio Efigênio Sales (Manaus , RM Manaus)",,2000,"0,839","0,907","0,868","0,749","10,74","2260,87"
4327,,"14,60","77,26","Condomínio Residencial Houseville / Condomínio Abrahan Pazzuelo / Condomínio dos Advogados (Manaus , RM Manaus)",,2000,"0,867","0,956","0,871","0,783","10,81","3073,30"
4328,,"14,60","77,26","Condomínio Residencial Torres de AndaLuzia / Residencial Portugal (Manaus , RM Manaus)",,2000,"0,867","0,956","0,871","0,783","10,81","3073,30"
4329,,--,--,"Condomínio Três Marias (Manaus , RM Manaus)",,2000,--,--,--,--,--,--
4330,,"14,90","77,10","Condomínio Vila Poupex (Manaus , RM Manaus)",,2000,"0,839","0,907","0,868","0,749","10,74","2260,87"
4331,,--,--,"Conjunto Colina do Aleixo (Manaus , RM Manaus)",,2000,--,--,--,--,--,--
4332,,"18,90","75,00","Conjunto Cophasa (Manaus , RM Manaus)",,2000,"0,749","0,783","0,833","0,645","9,42","1043,57"
4333,,"16,30","76,35","Conjunto Habitacional Vila Nova (Manaus , RM Manaus)",,2000,"0,806","0,838","0,856","0,730","11,04","1473,24"
4334,,"22,10","73,53","Conjunto Itacolomy (Manaus , RM Manaus)",,2000,"0,697","0,736","0,809","0,569","9,85","782,26"
4335,,"35,00","68,49","Conjunto João Paulo II ( Cidadão IV ) / Loteamento Buritis (Manaus , RM Manaus)",,2000,"0,580","0,626","0,725","0,430","8,17","393,94"
4336,,--,--,"Conjunto Juruá / Ajuricaba (Manaus , RM Manaus)",,2000,--,--,--,--,--,--
4337,,"18,90","75,00","Conjunto Monte Sião (Manaus , RM Manaus)",,2000,"0,749","0,783","0,833","0,645","9,42","1043,57"
4338,,"38,90","67,19","Conjunto Mucuripe II (Manaus , RM Manaus)",,2000,"0,529","0,587","0,703","0,359","7,30","308,24"
4339,,"14,60","77,26","Conjunto Nova Cidade (Manaus , RM Manaus)",,2000,"0,867","0,956","0,871","0,783","10,81","3073,30"
4340,,--,--,"Conjunto Parque Solimões (Manaus , RM Manaus)",,2000,--,--,--,--,--,--
4341,,"15,40","76,79","Conjunto Parque Sucupira (Manaus , RM Manaus)",,2000,"0,824","0,871","0,863","0,743","10,62","1805,68"
4342,,"38,90","67,19","Conjunto Residencial Alto de Flores (Manaus , RM Manaus)",,2000,"0,529","0,587","0,703","0,359","7,30","308,24"
4343,,--,--,"Conjunto Residencial Kyssia I / Conjunto Deborah (Manaus , RM Manaus)",,2000,--,--,--,--,--,--
4344,,"14,90","77,10","Conjunto Residencial Viver Melhor (Manaus , RM Manaus)",,2000,"0,839","0,907","0,868","0,749","10,74","2260,87"
4345,,--,--,"Conjunto Trinta e Um de Março / Conjunto Atílio Andreazza (Manaus , RM Manaus)",,2000,--,--,--,--,--,--
4346,,"19,50","74,73","Coroado (Manaus , RM Manaus)",,2000,"0,735","0,768","0,829","0,623","10,20","950,79"
4347,,"35,80","68,23","Coroado ( Comunidade Ouro Verde / Condomínio Arboretto Pça Residencial Aleixo / Conjunto Santa Rita / Loteamento Carijó / Condomínio Luiza Maria / Condomínio Residencial Oásis / Conjunto Jardim Asteca / Conjunto Monte Castelo ) (Manaus , RM Manaus)",,2000,"0,590","0,640","0,721","0,444","8,44","429,46"
4348,,"32,00","69,53","Coroado ( Condomínio Senador João Bosco / Conjunto Parque dos Tucanos ) (Manaus , RM Manaus)",,2000,"0,616","0,652","0,742","0,483","9,25","462,68"
4349,,"22,50","73,34","Coroado : Condomínio Uritá / Av. Castelo Branco (Manaus , RM Manaus)",,2000,"0,693","0,716","0,806","0,576","9,82","688,60"
4350,,"22,50","73,34","Coroado ( Conjunto Acariquara ) (Manaus , RM Manaus)",,2000,"0,693","0,716","0,806","0,576","9,82","688,60"
4351,,"15,80","76,58","Crespo (Manaus , RM Manaus)",,2000,"0,760","0,861","0,860","0,593","9,63","1697,94"
4352,,"32,00","69,53","Crespo / Distrito Industrial I ( Conjunto Manaus 2000 ) (Manaus , RM Manaus)",,2000,"0,616","0,652","0,742","0,483","9,25","462,68"
4353,,"40,80","66,59","Crespo : Rua Vicente Reis (Manaus , RM Manaus)",,2000,"0,494","0,557","0,693","0,313","7,49","256,27"
