Locality;Locality;"COD IBGE";"Life expectancy at birth (2000)";"Life expectancy at birth (2010)";"Infant mortality (2000)";"Infant mortality (2010)";"MHDI (2000)";"MHDI (2010)";"MHDI Income (2000)";"MHDI Income (2010)";"MHDI Longevity (2000)";"MHDI Longevity (2010)";"MHDI Education (2000)";"MHDI Education (2010)";"Years of study expectancy (2000)";"Years of study expectancy (2010)";"Per capita income (2000)";"Per capita income (2010)"
"Ipitanga : 2ª etapa (Lauro de Freitas , RM Salvador)";HDU;--;74,60;78,54;25,40;10,40;0,752;0,838;0,779;0,830;0,827;0,892;0,659;0,794;10,27;10,65;1019,21;1396,81
"Ipitanga : Kartódromo / Orla Vilas (Lauro de Freitas , RM Salvador)";HDU;--;76,25;80,53;21,40;8,10;0,820;0,889;0,874;0,919;0,854;0,926;0,740;0,825;11,06;10,33;1840,71;2442,63
"Ipitanga : Lagoa dos Patos / Vila Praiana (Lauro de Freitas , RM Salvador)";HDU;--;66,61;69,01;50,00;30,50;0,495;0,632;0,561;0,612;0,694;0,734;0,311;0,561;6,91;8,36;263,25;361,13
"Itinga : Fazendão (Lauro de Freitas , RM Salvador)";HDU;--;66,61;69,07;50,00;30,30;0,495;0,606;0,561;0,613;0,694;0,735;0,311;0,494;6,91;7,66;263,25;362,68
"Itinga : Jardim Tarumã (Lauro de Freitas , RM Salvador)";HDU;--;66,61;69,01;50,00;30,50;0,495;0,632;0,561;0,612;0,694;0,734;0,311;0,561;6,91;8,36;263,25;361,13
"Itinga: Parque Santa Rita / Largo do Carangueijo (Lauro de Freitas , RM Salvador)";HDU;--;69,10;74,65;41,30;15,90;0,592;0,726;0,611;0,685;0,735;0,828;0,461;0,674;9,04;9,80;359,21;567,06
"Itinga : Pérola Negra / Jaraguá / Santa Bárbara (Lauro de Freitas , RM Salvador)";HDU;--;69,10;74,14;41,30;16,70;0,592;0,724;0,611;0,666;0,735;0,819;0,461;0,697;9,04;9,95;359,21;504,64
"Pitangueiras / Recreio Ipitanga : Av. Santos Dummont / Hospital Menandro de Faria (Lauro de Freitas , RM Salvador)";HDU;--;75,58;80,53;23,00;8,10;0,814;0,889;0,843;0,919;0,843;0,926;0,760;0,825;10,65;10,33;1517,52;2442,63
"Portão (Lauro de Freitas , RM Salvador)";HDU;--;67,30;70,18;47,50;26,80;0,537;0,667;0,585;0,632;0,705;0,753;0,376;0,623;8,32;8,82;304,41;409,25
"Portão : Chácara Rio Joanes (Lauro de Freitas , RM Salvador)";HDU;--;74,24;78,54;26,30;10,40;0,731;0,838;0,747;0,830;0,821;0,892;0,638;0,794;9,95;10,65;832,86;1396,81
"Portão : Encontro das Águas (Lauro de Freitas , RM Salvador)";HDU;--;76,25;80,53;21,40;8,10;0,820;0,889;0,874;0,919;0,854;0,926;0,740;0,825;11,06;10,33;1840,71;2442,63
"Portão : Pedras do Rio / Village (Lauro de Freitas , RM Salvador)";HDU;--;76,25;80,53;21,40;8,10;0,820;0,889;0,874;0,919;0,854;0,926;0,740;0,825;11,06;10,33;1840,71;2442,63
"Vida Nova (Lauro de Freitas , RM Salvador)";HDU;--;67,30;72,70;47,50;19,87;0,537;0,684;0,585;0,659;0,705;0,795;0,376;0,612;8,32;8,50;304,41;482,41
"Vila Praiana : Japonês (Lauro de Freitas , RM Salvador)";HDU;--;66,61;69,01;50,00;30,50;0,495;0,632;0,561;0,612;0,694;0,734;0,311;0,561;6,91;8,36;263,25;361,13
"Pinheiros / Lavrinhas (Lavrinhas , RM Vale do Paraíba e Litoral Norte)";HDU;--;71,99;74,38;19,70;15,70;0,618;0,729;0,617;0,665;0,783;0,823;0,488;0,707;10,30;11,65;372,59;500,59
"Cachoeira Paulista / Vila Nunes (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;76,40;79,34;12,50;8,90;0,778;0,859;0,787;0,852;0,857;0,906;0,698;0,820;11,08;11,51;1069,82;1607,88
"Cecap (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;68,91;71,00;25,90;21,70;0,569;0,659;0,585;0,624;0,732;0,767;0,430;0,599;9,56;9,37;304,18;388,80
"Centro (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;76,60;79,34;12,20;8,90;0,804;0,859;0,826;0,852;0,860;0,906;0,732;0,820;11,51;11,51;1364,39;1607,88
"Cruz (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;76,40;79,34;12,50;8,90;0,778;0,859;0,787;0,852;0,857;0,906;0,698;0,820;11,08;11,51;1069,82;1607,88
"Cruz II (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;73,91;76,90;16,30;12,00;0,660;0,786;0,715;0,736;0,815;0,865;0,493;0,762;10,19;11,01;684,65;781,32
"Nova Lorena (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;76,40;79,34;12,50;8,90;0,778;0,859;0,787;0,852;0,857;0,906;0,698;0,820;11,08;11,51;1069,82;1607,88
"Parque das Rodovias (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;68,91;71,00;25,90;21,70;0,569;0,659;0,585;0,624;0,732;0,767;0,430;0,599;9,56;9,37;304,18;388,80
"Parque Mondesir (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;76,40;79,34;12,50;8,90;0,778;0,859;0,787;0,852;0,857;0,906;0,698;0,820;11,08;11,51;1069,82;1607,88
"Ribeirão dos Macacos (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;72,35;75,76;19,00;13,60;0,668;0,757;0,668;0,710;0,789;0,846;0,566;0,723;10,64;10,19;509,74;664,52
"Santa Lucrécia / Serra do Quebra-Cangalha (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;68,91;71,00;25,90;21,70;0,569;0,659;0,585;0,624;0,732;0,767;0,430;0,599;9,56;9,37;304,18;388,80
"Vila Brito (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;72,35;74,18;19,00;16,00;0,668;0,732;0,668;0,694;0,789;0,820;0,566;0,688;10,64;9,76;509,74;602,02
"Vila Cristina / Vila Portugal (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;72,35;76,90;19,00;12,00;0,668;0,786;0,668;0,736;0,789;0,865;0,566;0,762;10,64;11,01;509,74;781,32
"Vila Hepacare : Estrada Municipal Santa Terezinha (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;72,35;74,18;19,00;16,00;0,668;0,732;0,668;0,694;0,789;0,820;0,566;0,688;10,64;9,76;509,74;602,02
"Vila Nunes (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;73,91;76,90;16,30;12,00;0,660;0,786;0,715;0,736;0,815;0,865;0,493;0,762;10,19;11,01;684,65;781,32
"Vila Passos (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;72,35;74,18;19,00;16,00;0,668;0,732;0,668;0,694;0,789;0,820;0,566;0,688;10,64;9,76;509,74;602,02
"Vila São Roque / Vila Hepacare / Cidade Industrial (Lorena , RM Vale do Paraíba e Litoral Norte)";HDU;--;72,76;75,76;18,30;13,60;0,685;0,757;0,674;0,710;0,796;0,846;0,598;0,723;10,57;10,19;531,21;664,52
"Centro / Diogo Machado de Araújo / Santa Luzia / Setor Presidente Kennedy (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;75,81;78,40;15,70;9,00;0,722;0,851;0,775;0,861;0,847;0,890;0,574;0,803;10,23;11,16;995,29;1694,13
"Chácara Marajoara A / Mansões Recanto Estrela Dalva VIII / Parque Estrela Dalva IX e X / Parque Belo Horizonte / Parque Industrial São José / Chácaras Vera Cruz / Jardim Jockei Clube (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;72,72;74,31;21,20;14,10;0,537;0,664;0,633;0,638;0,795;0,822;0,308;0,559;8,38;9,37;410,17;424,59
"Cidade Osfaya (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;73,16;75,39;20,40;12,60;0,614;0,727;0,668;0,709;0,803;0,840;0,432;0,646;8,55;9,42;512,15;657,87
"Jardim Central / Jardim Planalto / Parque Nova Iguaçu / Parque Cruzeiro do Sul / Parque Residencial Faro / Cidade Jardim Marília / Parque Três Poderes / Parque Industrial Mingone / Vila Saionara / Jardim Flamboiant / Mansões Campinas (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;71,40;73,33;23,90;15,60;0,501;0,660;0,602;0,629;0,773;0,806;0,271;0,567;7,80;8,69;339,58;401,75
"Jardim Zuleica Maria de Brasília A e B / Jardim Zuleika / Vila Honorina / Jardim Dom Bosco / Chácaras Marajoara / Jardim do Ingá / Jardim do Ingá B (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;70,48;74,90;25,80;13,30;0,509;0,688;0,590;0,672;0,758;0,832;0,295;0,582;8,23;9,15;314,32;522,96
"Loteamento JK / Mansões de Recreio / Parque Paulistano / Sion / Vila Guará / Santa Luzília / Parque Alvorada I, II e III / Mansões de Recreio Estrela Dalva V / Sol Nascente / Cidade Industrial Fracaroli (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;69,45;74,66;28,20;13,60;0,478;0,677;0,574;0,641;0,741;0,828;0,256;0,585;7,61;9,43;284,04;433,16
"Mansões Recanto Estrela Dalva VII (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;72,49;75,39;21,70;12,60;0,623;0,727;0,641;0,709;0,792;0,840;0,476;0,646;9,03;9,42;432,38;657,87
"Parque Estrela Dalva IV, V, VII e VIII / Parque São Caetano (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;69,21;73,80;28,80;14,90;0,477;0,650;0,566;0,630;0,737;0,813;0,260;0,535;7,75;8,82;271,31;403,84
"Rural / Mandaguaí / Maniratuba / Taquaral / Surucucu / Araras / Deus-me-livre / Boa Vista / Ema (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;71,40;74,90;23,90;13,30;0,501;0,688;0,602;0,672;0,773;0,832;0,271;0,582;7,80;9,15;339,58;522,96
"Setor Aeroporto (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;73,38;77,47;19,90;10,10;0,672;0,787;0,690;0,774;0,806;0,875;0,546;0,719;9,45;10,41;586,73;988,98
"Setor Fumal : Alameda Paiva (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;69,21;73,80;28,80;14,90;0,477;0,650;0,566;0,630;0,737;0,813;0,260;0,535;7,75;8,82;271,31;403,84
"Setor Fumal : Setor Leste / Parque Estrela Dalva I, II e III / Vila Santa Luzia / Setor Mandu II / Vila Juracy (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;72,23;75,21;22,20;12,90;0,569;0,710;0,624;0,705;0,787;0,837;0,376;0,607;8,65;9,21;387,72;641,33
"Setor Viega (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;71,40;73,80;23,90;14,90;0,501;0,650;0,602;0,630;0,773;0,813;0,271;0,535;7,80;8,82;339,58;403,84
"Via Juracy / Parque Estrela Dalva I / Entorno da Av. Alfredo Nasser (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;73,38;77,47;19,90;10,10;0,672;0,787;0,690;0,774;0,806;0,875;0,546;0,719;9,45;10,41;586,73;988,98
"Vila Roriz / Parque Inspiração / Setor Norte (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;72,49;75,39;21,70;12,60;0,623;0,727;0,641;0,709;0,792;0,840;0,476;0,646;9,03;9,42;432,38;657,87
"Vila Rosário / Parque da Saudade / Setor Mandu / Setor de Habitação de Interesse Social ( SHIS ) / Jardim Cerejeira (Luziânia , RIDE Distrito Federal e Entorno)";HDU;--;73,38;77,47;19,90;10,10;0,672;0,787;0,690;0,774;0,806;0,875;0,546;0,719;9,45;10,41;586,73;988,98
"Bela Vista (Macaíba , RM Natal)";HDU;--;64,40;67,80;58,80;33,80;0,435;0,545;0,461;0,524;0,657;0,713;0,271;0,433;8,01;8,95;140,69;209,00
"Betulia (Macaíba , RM Natal)";HDU;--;64,40;67,80;58,80;33,80;0,435;0,545;0,461;0,524;0,657;0,713;0,271;0,433;8,01;8,95;140,69;209,00
"Campinas / Augusto Severo (Macaíba , RM Natal)";HDU;--;65,55;68,91;54,10;30,00;0,478;0,604;0,515;0,584;0,676;0,732;0,313;0,516;8,36;10,01;197,02;303,43
"Cana Brava (Macaíba , RM Natal)";HDU;--;65,55;68,91;54,10;30,00;0,478;0,604;0,515;0,584;0,676;0,732;0,313;0,516;8,36;10,01;197,02;303,43
"Cento de Macaíba / Tavares de Lira / Auta de Souza / Fabrício Pedroza / Ferreiro Torto / Vilar (Macaíba , RM Natal)";HDU;--;69,17;75,16;40,70;15,47;0,595;0,736;0,618;0,709;0,736;0,836;0,462;0,672;9,81;9,65;374,33;658,09
"Distrito industrial / Pitimbu (Macaíba , RM Natal)";HDU;--;65,55;68,91;54,10;30,00;0,478;0,604;0,515;0,584;0,676;0,732;0,313;0,516;8,36;10,01;197,02;303,43
"Guajiru (Macaíba , RM Natal)";HDU;--;64,40;67,80;58,80;33,80;0,435;0,545;0,461;0,524;0,657;0,713;0,271;0,433;8,01;8,95;140,69;209,00
"Jundiai (Macaíba , RM Natal)";HDU;--;65,55;68,91;54,10;30,00;0,478;0,604;0,515;0,584;0,676;0,732;0,313;0,516;8,36;10,01;197,02;303,43
"Lagoa do Boi / Sucavão / Lagoa do Lima (Macaíba , RM Natal)";HDU;--;64,40;67,80;58,80;33,80;0,435;0,545;0,461;0,524;0,657;0,713;0,271;0,433;8,01;8,95;140,69;209,00
"Lagoa do Mato / Várzea Grande (Macaíba , RM Natal)";HDU;--;64,40;67,80;58,80;33,80;0,435;0,545;0,461;0,524;0,657;0,713;0,271;0,433;8,01;8,95;140,69;209,00
"Lamarão / Japecanga (Macaíba , RM Natal)";HDU;--;64,40;67,80;58,80;33,80;0,435;0,545;0,461;0,524;0,657;0,713;0,271;0,433;8,01;8,95;140,69;209,00
"Liberdade / Lagoa das Pedras / Campo da Mangueira / Campo de Santa Cruz / Lagoa de Santo Antônio / São José (Macaíba , RM Natal)";HDU;--;65,55;70,37;54,10;25,60;0,478;0,642;0,515;0,609;0,676;0,756;0,313;0,576;8,36;9,67;197,02;354,67
"Macaíba : Ferreiro Torto (Macaíba , RM Natal)";HDU;--;65,55;68,91;54,10;30,00;0,478;0,604;0,515;0,584;0,676;0,732;0,313;0,516;8,36;10,01;197,02;303,43
"Mangabeira de Baixo (Macaíba , RM Natal)";HDU;--;65,55;68,91;54,10;30,00;0,478;0,604;0,515;0,584;0,676;0,732;0,313;0,516;8,36;10,01;197,02;303,43
"Mangabeira de Cima (Macaíba , RM Natal)";HDU;--;64,40;67,80;58,80;33,80;0,435;0,545;0,461;0,524;0,657;0,713;0,271;0,433;8,01;8,95;140,69;209,00
"Marias / Cajazeiras (Macaíba , RM Natal)";HDU;--;65,55;68,91;54,10;30,00;0,478;0,604;0,515;0,584;0,676;0,732;0,313;0,516;8,36;10,01;197,02;303,43
"Tabatinga (Macaíba , RM Natal)";HDU;--;65,55;68,91;54,10;30,00;0,478;0,604;0,515;0,584;0,676;0,732;0,313;0,516;8,36;10,01;197,02;303,43
"Traíras / Baixa Grande / Barbaço (Macaíba , RM Natal)";HDU;--;64,40;67,80;58,80;33,80;0,435;0,545;0,461;0,524;0,657;0,713;0,271;0,433;8,01;8,95;140,69;209,00
"Várzea / Tabajara (Macaíba , RM Natal)";HDU;--;64,40;67,80;58,80;33,80;0,435;0,545;0,461;0,524;0,657;0,713;0,271;0,433;8,01;8,95;140,69;209,00
"29 de Julho (Maceió , RM Maceió)";HDU;--;64,70;72,29;49,40;22,60;0,578;0,721;0,628;0,672;0,662;0,788;0,465;0,709;8,71;10,88;397,54;525,10
"Aeroclub (Maceió , RM Maceió)";HDU;--;66,66;72,36;42,60;22,40;0,566;0,731;0,679;0,692;0,694;0,789;0,385;0,716;7,76;10,82;545,73;591,71
"Aldebaran (Maceió , RM Maceió)";HDU;--;75,98;81,78;13,27;6,70;0,898;0,956;0,981;1,000;0,850;0,946;0,869;0,925;11,38;12,70;3582,86;4432,46
"Alfredo Gaspar (Maceió , RM Maceió)";HDU;--;71,37;78,12;28,80;11,51;0,747;0,849;0,753;0,801;0,773;0,885;0,716;0,863;10,84;11,31;868,38;1165,89
"Alto da Boa Vista (Maceió , RM Maceió)";HDU;--;62,23;68,56;59,00;34,30;0,382;0,573;0,487;0,573;0,621;0,726;0,184;0,453;4,63;7,68;166,17;283,56
"Alto de Bela Vista (Maceió , RM Maceió)";HDU;--;63,08;68,56;55,60;34,30;0,452;0,573;0,542;0,573;0,635;0,726;0,268;0,453;6,02;7,68;232,70;283,56
"Alto de Garça Torta (Maceió , RM Maceió)";HDU;--;64,41;70,70;50,50;27,30;0,554;0,630;0,591;0,619;0,657;0,762;0,438;0,530;8,00;8,94;315,57;377,01
"Alto do Céu (Maceió , RM Maceió)";HDU;--;64,70;71,95;49,40;23,60;0,578;0,683;0,628;0,659;0,662;0,783;0,465;0,617;8,71;10,21;397,54;483,97
"Alto Guaxuma (Maceió , RM Maceió)";HDU;--;67,60;73,40;39,60;19,70;0,637;0,724;0,686;0,712;0,710;0,807;0,530;0,660;8,48;9,79;571,68;671,71
"Antares (Maceió , RM Maceió)";HDU;--;72,76;79,27;25,40;10,00;0,750;0,858;0,785;0,846;0,796;0,905;0,676;0,826;9,66;10,63;1055,06;1545,35
"Artemísia (Maceió , RM Maceió)";HDU;--;72,47;78,12;26,10;11,51;0,706;0,849;0,784;0,801;0,791;0,885;0,568;0,863;9,20;11,31;1052,63;1165,89
"Assis Chateaubriand (Maceió , RM Maceió)";HDU;--;64,50;71,42;50,20;25,10;0,545;0,676;0,595;0,641;0,658;0,774;0,413;0,624;7,95;10,26;325,12;432,79
"Aterro (Maceió , RM Maceió)";HDU;--;64,13;69,88;51,60;29,90;0,489;0,604;0,568;0,594;0,652;0,748;0,315;0,497;6,63;8,29;274,69;321,67
"Avenida da Paz (Maceió , RM Maceió)";HDU;--;70,61;78,10;30,90;11,54;0,705;0,816;0,735;0,792;0,760;0,885;0,626;0,776;9,30;11,12;775,34;1102,74
"Barro Duro (Maceió , RM Maceió)";HDU;--;68,99;73,40;35,40;19,70;0,669;0,724;0,699;0,712;0,733;0,807;0,584;0,660;10,24;9,79;621,37;671,71
"Bebedouro (Maceió , RM Maceió)";HDU;--;62,52;69,14;57,80;32,30;0,438;0,595;0,518;0,580;0,625;0,736;0,259;0,493;6,36;9,04;201,03;294,65
"Belo Horizonte (Maceió , RM Maceió)";HDU;--;72,09;78,10;27,00;11,54;0,754;0,816;0,775;0,792;0,785;0,885;0,705;0,776;11,01;11,12;992,35;1102,74
"Benedito Bentes (Maceió , RM Maceió)";HDU;--;64,66;72,29;49,60;22,60;0,594;0,721;0,607;0,672;0,661;0,788;0,523;0,709;9,79;10,88;349,80;525,10
"Bolão (Maceió , RM Maceió)";HDU;--;62,23;69,50;59,00;31,10;0,382;0,609;0,487;0,591;0,621;0,742;0,184;0,514;4,63;8,17;166,17;315,60
"Bom Conselho (Maceió , RM Maceió)";HDU;--;68,99;74,17;35,40;17,80;0,669;0,756;0,699;0,720;0,733;0,820;0,584;0,731;10,24;10,61;621,37;706,03
"Bom Parto (Maceió , RM Maceió)";HDU;--;67,60;73,40;39,60;19,70;0,637;0,724;0,686;0,712;0,710;0,807;0,530;0,660;8,48;9,79;571,68;671,71
"Cambona (Maceió , RM Maceió)";HDU;--;63,08;70,70;55,60;27,30;0,452;0,630;0,542;0,619;0,635;0,762;0,268;0,530;6,02;8,94;232,70;377,01
"Cambuci (Maceió , RM Maceió)";HDU;--;72,09;78,10;27,00;11,54;0,754;0,816;0,775;0,792;0,785;0,885;0,705;0,776;11,01;11,12;992,35;1102,74
"Campo do Marituba (Maceió , RM Maceió)";HDU;--;64,50;71,95;50,20;23,60;0,545;0,683;0,595;0,659;0,658;0,783;0,413;0,617;7,95;10,21;325,12;483,97
"Canaã (Maceió , RM Maceió)";HDU;--;72,09;78,11;27,00;11,51;0,754;0,838;0,775;0,799;0,785;0,885;0,705;0,833;11,01;11,70;992,35;1152,50
"Capitão Correia (Maceió , RM Maceió)";HDU;--;63,08;68,56;55,60;34,30;0,452;0,573;0,542;0,573;0,635;0,726;0,268;0,453;6,02;7,68;232,70;283,56
"Castelo Branco (Maceió , RM Maceió)";HDU;--;72,09;78,11;27,00;11,51;0,754;0,838;0,775;0,799;0,785;0,885;0,705;0,833;11,01;11,70;992,35;1152,50
"Catole (Maceió , RM Maceió)";HDU;--;64,41;70,19;50,50;28,80;0,554;0,624;0,591;0,598;0,657;0,753;0,438;0,539;8,00;9,45;315,57;330,64
"Centro (Maceió , RM Maceió)";HDU;--;72,76;79,27;25,40;10,00;0,750;0,858;0,785;0,846;0,796;0,905;0,676;0,826;9,66;10,63;1055,06;1545,35
"Cidade Universitária (Maceió , RM Maceió)";HDU;--;62,67;70,05;57,20;29,30;0,428;0,600;0,519;0,596;0,628;0,751;0,241;0,482;5,89;8,81;202,08;325,74
"Cimapra (Maceió , RM Maceió)";HDU;--;64,47;70,19;50,30;28,80;0,507;0,624;0,574;0,598;0,658;0,753;0,345;0,539;7,66;9,45;284,33;330,64
"Clima Bom (Maceió , RM Maceió)";HDU;--;62,75;70,33;56,90;28,40;0,462;0,645;0,526;0,602;0,629;0,756;0,299;0,589;7,02;9,23;211,54;339,67
"Coca-Cola (Maceió , RM Maceió)";HDU;--;64,66;71,95;49,60;23,60;0,594;0,683;0,607;0,659;0,661;0,783;0,523;0,617;9,79;10,21;349,80;483,97
"Colina dos Eucaliptos (Maceió , RM Maceió)";HDU;--;72,09;78,11;27,00;11,51;0,754;0,838;0,775;0,799;0,785;0,885;0,705;0,833;11,01;11,70;992,35;1152,50
"Conjunto Prata 44 (Maceió , RM Maceió)";HDU;--;72,76;79,27;25,40;10,00;0,750;0,858;0,785;0,846;0,796;0,905;0,676;0,826;9,66;10,63;1055,06;1545,35
"Conjunto Vitória (Maceió , RM Maceió)";HDU;--;63,08;68,56;55,60;34,30;0,452;0,573;0,542;0,573;0,635;0,726;0,268;0,453;6,02;7,68;232,70;283,56
"Cordeal (Maceió , RM Maceió)";HDU;--;62,36;69,50;58,40;31,10;0,435;0,609;0,514;0,591;0,623;0,742;0,257;0,514;6,31;8,17;195,79;315,60
"Coronel Lima Rocha (Maceió , RM Maceió)";HDU;--;66,48;73,40;43,20;19,70;0,604;0,724;0,674;0,712;0,691;0,807;0,472;0,660;8,65;9,79;529,07;671,71
"Distrito Industrial (Maceió , RM Maceió)";HDU;--;68,99;74,17;35,40;17,80;0,669;0,756;0,699;0,720;0,733;0,820;0,584;0,731;10,24;10,61;621,37;706,03
"Dom Helder Camara (Maceió , RM Maceió)";HDU;--;69,23;76,31;34,70;13,88;0,668;0,790;0,733;0,759;0,737;0,855;0,553;0,761;9,49;11,10;766,09;897,79
"Donizetti Calheiros (Maceió , RM Maceió)";HDU;--;66,48;72,36;43,20;22,40;0,604;0,731;0,674;0,692;0,691;0,789;0,472;0,716;8,65;10,82;529,07;591,71
"Dubeaux Leão (Maceió , RM Maceió)";HDU;--;65,97;72,36;45,00;22,40;0,583;0,731;0,639;0,692;0,683;0,789;0,454;0,716;8,93;10,82;426,71;591,71
"Durval de Goes Monteiro (Maceió , RM Maceió)";HDU;--;66,35;72,36;43,70;22,40;0,588;0,731;0,649;0,692;0,689;0,789;0,454;0,716;8,85;10,82;453,46;591,71
"Eco Park (Maceió , RM Maceió)";HDU;--;72,09;79,27;27,00;10,00;0,754;0,858;0,775;0,846;0,785;0,905;0,705;0,826;11,01;10,63;992,35;1545,35
"Encosta Bom Parto (Maceió , RM Maceió)";HDU;--;64,50;70,80;50,20;27,00;0,545;0,649;0,595;0,620;0,658;0,763;0,413;0,579;7,95;9,52;325,12;379,58
"Encosta Novo Mundo (Maceió , RM Maceió)";HDU;--;64,47;72,36;50,30;22,40;0,507;0,731;0,574;0,692;0,658;0,789;0,345;0,716;7,66;10,82;284,33;591,71
"Encostas Mutange (Maceió , RM Maceió)";HDU;--;62,23;69,50;59,00;31,10;0,382;0,609;0,487;0,591;0,621;0,742;0,184;0,514;4,63;8,17;166,17;315,60
"Ernesto Maranhão (Maceió , RM Maceió)";HDU;--;70,61;78,10;30,90;11,54;0,705;0,816;0,735;0,792;0,760;0,885;0,626;0,776;9,30;11,12;775,34;1102,74
"Erotildes Rodrigues Saldanha (Maceió , RM Maceió)";HDU;--;72,09;79,27;27,00;10,00;0,754;0,858;0,775;0,846;0,785;0,905;0,705;0,826;11,01;10,63;992,35;1545,35
"Estrondo (Maceió , RM Maceió)";HDU;--;62,30;68,56;58,70;34,30;0,460;0,573;0,503;0,573;0,622;0,726;0,311;0,453;6,69;7,68;183,22;283,56
"Eustáquio Gomes (Maceió , RM Maceió)";HDU;--;66,66;73,40;42,60;19,70;0,566;0,724;0,679;0,712;0,694;0,807;0,385;0,660;7,76;9,79;545,73;671,71
"Farol (Maceió , RM Maceió)";HDU;--;74,88;81,11;16,10;7,58;0,839;0,939;0,909;0,965;0,831;0,935;0,782;0,918;10,96;12,39;2283,92;3235,92
"Feirinha do Tabuleiro (Maceió , RM Maceió)";HDU;--;64,47;70,80;50,30;27,00;0,507;0,649;0,574;0,620;0,658;0,763;0,345;0,579;7,66;9,52;284,33;379,58
"Fernão Velho (Maceió , RM Maceió)";HDU;--;62,84;69,50;56,50;31,10;0,442;0,609;0,528;0,591;0,631;0,742;0,259;0,514;6,39;8,17;214,04;315,60
"Garciliano Ramos (Maceió , RM Maceió)";HDU;--;69,34;74,17;34,40;17,80;0,694;0,756;0,713;0,720;0,739;0,820;0,634;0,731;10,14;10,61;675,87;706,03
"Grota do Arroz (Maceió , RM Maceió)";HDU;--;64,13;70,19;51,60;28,80;0,489;0,624;0,568;0,598;0,652;0,753;0,315;0,539;6,63;9,45;274,69;330,64
"Gruta de Lourdes (Maceió , RM Maceió)";HDU;--;74,02;80,38;18,10;8,54;0,820;0,900;0,870;0,907;0,817;0,923;0,777;0,872;10,97;11,50;1800,89;2264,67
"Guaxuma (Maceió , RM Maceió)";HDU;--;72,76;79,27;25,40;10,00;0,750;0,858;0,785;0,846;0,796;0,905;0,676;0,826;9,66;10,63;1055,06;1545,35
"Henrique Equelma (Maceió , RM Maceió)";HDU;--;69,23;76,31;34,70;13,88;0,668;0,790;0,733;0,759;0,737;0,855;0,553;0,761;9,49;11,10;766,09;897,79
"Jacarecica (Maceió , RM Maceió)";HDU;--;73,57;80,38;18,86;8,54;0,806;0,900;0,854;0,907;0,810;0,923;0,758;0,872;10,77;11,50;1622,51;2264,67
"Jacintinho (Maceió , RM Maceió)";HDU;--;62,62;69,42;57,40;31,40;0,418;0,573;0,519;0,582;0,627;0,740;0,224;0,437;5,24;8,48;202,05;299,57
"Jaraguá (Maceió , RM Maceió)";HDU;--;72,76;79,27;25,40;10,00;0,750;0,858;0,785;0,846;0,796;0,905;0,676;0,826;9,66;10,63;1055,06;1545,35
"Jardim Acácia (Maceió , RM Maceió)";HDU;--;71,37;78,11;28,80;11,51;0,747;0,838;0,753;0,799;0,773;0,885;0,716;0,833;10,84;11,70;868,38;1152,50
"Jardim Alagoas (Maceió , RM Maceió)";HDU;--;63,42;69,88;54,20;29,90;0,473;0,604;0,554;0,594;0,640;0,748;0,299;0,497;6,67;8,29;250,71;321,67
"Jardim Europa (Maceió , RM Maceió)";HDU;--;64,70;71,95;49,40;23,60;0,578;0,683;0,628;0,659;0,662;0,783;0,465;0,617;8,71;10,21;397,54;483,97
"Jardim Petrópolis (Maceió , RM Maceió)";HDU;--;74,02;80,38;18,10;8,54;0,820;0,900;0,870;0,907;0,817;0,923;0,777;0,872;10,97;11,50;1800,89;2264,67
