Locality;Locality;"COD IBGE";"Life expectancy at birth (2000)";"Life expectancy at birth (2010)";"Infant mortality (2000)";"Infant mortality (2010)";"MHDI (2000)";"MHDI (2010)";"MHDI Income (2000)";"MHDI Income (2010)";"MHDI Longevity (2000)";"MHDI Longevity (2010)";"MHDI Education (2000)";"MHDI Education (2010)";"Years of study expectancy (2000)";"Years of study expectancy (2010)";"Per capita income (2000)";"Per capita income (2010)"
"Jardim Saúde (Maceió , RM Maceió)";HDU;--;72,09;78,11;27,00;11,51;0,754;0,838;0,775;0,799;0,785;0,885;0,705;0,833;11,01;11,70;992,35;1152,50
"Jatiúca (Maceió , RM Maceió)";HDU;--;74,88;81,11;16,10;7,58;0,839;0,939;0,909;0,965;0,831;0,935;0,782;0,918;10,96;12,39;2283,92;3235,92
"Juca Sampaio (Maceió , RM Maceió)";HDU;--;70,61;78,10;30,90;11,54;0,705;0,816;0,735;0,792;0,760;0,885;0,626;0,776;9,30;11,12;775,34;1102,74
"Litoral Norte (Maceió , RM Maceió)";HDU;--;62,84;70,19;56,50;28,80;0,442;0,624;0,528;0,598;0,631;0,753;0,259;0,539;6,39;9,45;214,04;330,64
"Lopes Trovão (Maceió , RM Maceió)";HDU;--;72,47;78,10;26,10;11,54;0,706;0,816;0,784;0,792;0,791;0,885;0,568;0,776;9,20;11,12;1052,63;1102,74
"Mangabeiras (Maceió , RM Maceió)";HDU;--;72,09;79,27;27,00;10,00;0,754;0,858;0,775;0,846;0,785;0,905;0,705;0,826;11,01;10,63;992,35;1545,35
"Maravilha (Maceió , RM Maceió)";HDU;--;70,61;76,31;30,90;13,88;0,705;0,790;0,735;0,759;0,760;0,855;0,626;0,761;9,30;11,10;775,34;897,79
"Medeiros Neto (Maceió , RM Maceió)";HDU;--;66,48;72,36;43,20;22,40;0,604;0,731;0,674;0,692;0,691;0,789;0,472;0,716;8,65;10,82;529,07;591,71
"Menino Marcelo (Maceió , RM Maceió)";HDU;--;72,09;78,12;27,00;11,51;0,754;0,849;0,775;0,801;0,785;0,885;0,705;0,863;11,01;11,31;992,35;1165,89
"Mirante do Jacintinho (Maceió , RM Maceió)";HDU;--;64,66;71,95;49,60;23,60;0,594;0,683;0,607;0,659;0,661;0,783;0,523;0,617;9,79;10,21;349,80;483,97
"Moenda (Maceió , RM Maceió)";HDU;--;69,23;76,31;34,70;13,88;0,668;0,790;0,733;0,759;0,737;0,855;0,553;0,761;9,49;11,10;766,09;897,79
"Moinho Motriza (Maceió , RM Maceió)";HDU;--;66,48;72,36;43,20;22,40;0,604;0,731;0,674;0,692;0,691;0,789;0,472;0,716;8,65;10,82;529,07;591,71
"Mundaú (Maceió , RM Maceió)";HDU;--;64,50;71,95;50,20;23,60;0,545;0,683;0,595;0,659;0,658;0,783;0,413;0,617;7,95;10,21;325,12;483,97
"Novo Jardim (Maceió , RM Maceió)";HDU;--;--;68,56;--;34,30;--;0,573;--;0,573;--;0,726;--;0,453;--;7,68;--;283,56
"Novo Mundo (Maceió , RM Maceió)";HDU;--;72,76;79,27;25,40;10,00;0,750;0,858;0,785;0,846;0,796;0,905;0,676;0,826;9,66;10,63;1055,06;1545,35
"Olavo Bilac (Maceió , RM Maceió)";HDU;--;65,97;72,36;45,00;22,40;0,583;0,731;0,639;0,692;0,683;0,789;0,454;0,716;8,93;10,82;426,71;591,71
"Osman Loureiro (Maceió , RM Maceió)";HDU;--;72,09;78,10;27,00;11,54;0,754;0,816;0,775;0,792;0,785;0,885;0,705;0,776;11,01;11,12;992,35;1102,74
"Ouro Preto (Maceió , RM Maceió)";HDU;--;64,41;70,80;50,50;27,00;0,554;0,649;0,591;0,620;0,657;0,763;0,438;0,579;8,00;9,52;315,57;379,58
"Pajucara (Maceió , RM Maceió)";HDU;--;74,02;81,11;18,10;7,58;0,820;0,939;0,870;0,965;0,817;0,935;0,777;0,918;10,97;12,39;1800,89;3235,92
"Papodromo (Maceió , RM Maceió)";HDU;--;62,30;68,56;58,70;34,30;0,460;0,573;0,503;0,573;0,622;0,726;0,311;0,453;6,69;7,68;183,22;283,56
"Paraíso do Horto (Maceió , RM Maceió)";HDU;--;66,35;72,36;43,70;22,40;0,588;0,731;0,649;0,692;0,689;0,789;0,454;0,716;8,85;10,82;453,46;591,71
"Parque Farol (Maceió , RM Maceió)";HDU;--;72,76;78,11;25,40;11,51;0,750;0,838;0,785;0,799;0,796;0,885;0,676;0,833;9,66;11,70;1055,06;1152,50
"Parque Municipal (Maceió , RM Maceió)";HDU;--;69,23;76,31;34,70;13,88;0,668;0,790;0,733;0,759;0,737;0,855;0,553;0,761;9,49;11,10;766,09;897,79
"Patio Maceió (Maceió , RM Maceió)";HDU;--;63,08;70,19;55,60;28,80;0,452;0,624;0,542;0,598;0,635;0,753;0,268;0,539;6,02;9,45;232,70;330,64
"Pedro Américo (Maceió , RM Maceió)";HDU;--;74,02;80,38;18,10;8,54;0,820;0,900;0,870;0,907;0,817;0,923;0,777;0,872;10,97;11,50;1800,89;2264,67
"Petrópolis (Maceió , RM Maceió)";HDU;--;64,50;71,42;50,20;25,10;0,545;0,676;0,595;0,641;0,658;0,774;0,413;0,624;7,95;10,26;325,12;432,79
"Piabas (Maceió , RM Maceió)";HDU;--;63,42;70,70;54,20;27,30;0,473;0,630;0,554;0,619;0,640;0,762;0,299;0,530;6,67;8,94;250,71;377,01
"Pitanguinha (Maceió , RM Maceió)";HDU;--;73,57;80,38;18,86;8,54;0,806;0,900;0,854;0,907;0,810;0,923;0,758;0,872;10,77;11,50;1622,51;2264,67
"Planalto (Maceió , RM Maceió)";HDU;--;72,47;78,12;26,10;11,51;0,706;0,849;0,784;0,801;0,791;0,885;0,568;0,863;9,20;11,31;1052,63;1165,89
"Poço Azul (Maceió , RM Maceió)";HDU;--;62,23;68,56;59,00;34,30;0,382;0,573;0,487;0,573;0,621;0,726;0,184;0,453;4,63;7,68;166,17;283,56
"Ponta da Terra (Maceió , RM Maceió)";HDU;--;66,66;73,40;42,60;19,70;0,566;0,724;0,679;0,712;0,694;0,807;0,385;0,660;7,76;9,79;545,73;671,71
"Ponta Grossa (Maceió , RM Maceió)";HDU;--;67,60;74,17;39,60;17,80;0,637;0,756;0,686;0,720;0,710;0,820;0,530;0,731;8,48;10,61;571,68;706,03
"Ponta Verde (Maceió , RM Maceió)";HDU;--;75,98;81,78;13,27;6,70;0,898;0,956;0,981;1,000;0,850;0,946;0,869;0,925;11,38;12,70;3582,86;4432,46
"Porto (Maceió , RM Maceió)";HDU;--;64,13;68,56;51,60;34,30;0,489;0,573;0,568;0,573;0,652;0,726;0,315;0,453;6,63;7,68;274,69;283,56
"Prado (Maceió , RM Maceió)";HDU;--;64,70;71,95;49,40;23,60;0,578;0,683;0,628;0,659;0,662;0,783;0,465;0,617;8,71;10,21;397,54;483,97
"Praias Belas (Maceió , RM Maceió)";HDU;--;69,23;76,31;34,70;13,88;0,668;0,790;0,733;0,759;0,737;0,855;0,553;0,761;9,49;11,10;766,09;897,79
"Princesas (Maceió , RM Maceió)";HDU;--;63,42;69,42;54,20;31,40;0,473;0,573;0,554;0,582;0,640;0,740;0,299;0,437;6,67;8,48;250,71;299,57
"Riacho Doce (Maceió , RM Maceió)";HDU;--;65,97;71,95;45,00;23,60;0,583;0,683;0,639;0,659;0,683;0,783;0,454;0,617;8,93;10,21;426,71;483,97
"Rio do Silva (Maceió , RM Maceió)";HDU;--;67,60;74,17;39,60;17,80;0,637;0,756;0,686;0,720;0,710;0,820;0,530;0,731;8,48;10,61;571,68;706,03
"Rosa dos Ventos (Maceió , RM Maceió)";HDU;--;68,99;76,31;35,40;13,88;0,669;0,790;0,699;0,759;0,733;0,855;0,584;0,761;10,24;11,10;621,37;897,79
"Rotary (Maceió , RM Maceió)";HDU;--;64,13;69,50;51,60;31,10;0,489;0,609;0,568;0,591;0,652;0,742;0,315;0,514;6,63;8,17;274,69;315,60
"Rui Palmeira (Maceió , RM Maceió)";HDU;--;67,60;74,17;39,60;17,80;0,637;0,756;0,686;0,720;0,710;0,820;0,530;0,731;8,48;10,61;571,68;706,03
"Rural (Maceió , RM Maceió)";HDU;--;62,23;68,56;59,00;34,30;0,382;0,573;0,487;0,573;0,621;0,726;0,184;0,453;4,63;7,68;166,17;283,56
"Salvador Lyra (Maceió , RM Maceió)";HDU;--;68,99;76,31;35,40;13,88;0,669;0,790;0,699;0,759;0,733;0,855;0,584;0,761;10,24;11,10;621,37;897,79
"Sanatório (Maceió , RM Maceió)";HDU;--;64,13;70,80;51,60;27,00;0,489;0,649;0,568;0,620;0,652;0,763;0,315;0,579;6,63;9,52;274,69;379,58
"Santa Amélia (Maceió , RM Maceió)";HDU;--;74,02;80,38;18,10;8,54;0,820;0,900;0,870;0,907;0,817;0,923;0,777;0,872;10,97;11,50;1800,89;2264,67
"Santa Fernanda (Maceió , RM Maceió)";HDU;--;65,97;73,40;45,00;19,70;0,583;0,724;0,639;0,712;0,683;0,807;0,454;0,660;8,93;9,79;426,71;671,71
"Santíssima Trindade (Maceió , RM Maceió)";HDU;--;74,02;80,38;18,10;8,54;0,820;0,900;0,870;0,907;0,817;0,923;0,777;0,872;10,97;11,50;1800,89;2264,67
"Santo Amaro (Maceió , RM Maceió)";HDU;--;63,42;70,80;54,20;27,00;0,473;0,649;0,554;0,620;0,640;0,763;0,299;0,579;6,67;9,52;250,71;379,58
"Santo Eduardo (Maceió , RM Maceió)";HDU;--;71,37;78,12;28,80;11,51;0,747;0,849;0,753;0,801;0,773;0,885;0,716;0,863;10,84;11,31;868,38;1165,89
"São Francisco (Maceió , RM Maceió)";HDU;--;64,41;70,80;50,50;27,00;0,554;0,649;0,591;0,620;0,657;0,763;0,438;0,579;8,00;9,52;315,57;379,58
"São Jorge (Maceió , RM Maceió)";HDU;--;64,47;72,36;50,30;22,40;0,507;0,731;0,574;0,692;0,658;0,789;0,345;0,716;7,66;10,82;284,33;591,71
"Sauaçuhy (Maceió , RM Maceió)";HDU;--;66,66;73,40;42,60;19,70;0,566;0,724;0,679;0,712;0,694;0,807;0,385;0,660;7,76;9,79;545,73;671,71
"Sebastião Correia (Maceió , RM Maceió)";HDU;--;72,47;78,12;26,10;11,51;0,706;0,849;0,784;0,801;0,791;0,885;0,568;0,863;9,20;11,31;1052,63;1165,89
"Seminário (Maceió , RM Maceió)";HDU;--;64,13;70,70;51,60;27,30;0,489;0,630;0,568;0,619;0,652;0,762;0,315;0,530;6,63;8,94;274,69;377,01
"Serraria (Maceió , RM Maceió)";HDU;--;70,61;78,11;30,90;11,51;0,705;0,838;0,735;0,799;0,760;0,885;0,626;0,833;9,30;11,70;775,34;1152,50
"Sururu do Capote (Maceió , RM Maceió)";HDU;--;72,09;78,12;27,00;11,51;0,754;0,849;0,775;0,801;0,785;0,885;0,705;0,863;11,01;11,31;992,35;1165,89
"Tabuleiro Novo (Maceió , RM Maceió)";HDU;--;64,70;71,14;49,40;25,90;0,578;0,669;0,628;0,636;0,662;0,769;0,465;0,611;8,71;10,06;397,54;417,71
"Trapiche (Maceió , RM Maceió)";HDU;--;72,76;79,27;25,40;10,00;0,750;0,858;0,785;0,846;0,796;0,905;0,676;0,826;9,66;10,63;1055,06;1545,35
"UFAL (Maceió , RM Maceió)";HDU;--;64,70;71,95;49,40;23,60;0,578;0,683;0,628;0,659;0,662;0,783;0,465;0,617;8,71;10,21;397,54;483,97
"Vale do Feitosa (Maceió , RM Maceió)";HDU;--;62,23;68,56;59,00;34,30;0,382;0,573;0,487;0,573;0,621;0,726;0,184;0,453;4,63;7,68;166,17;283,56
"Vale do Pratagy (Maceió , RM Maceió)";HDU;--;62,54;70,40;57,70;28,20;0,441;0,619;0,518;0,604;0,626;0,757;0,264;0,518;6,13;8,70;201,43;342,04
"Vale do Reginaldo (Maceió , RM Maceió)";HDU;--;62,98;70,50;56,00;27,90;0,470;0,625;0,541;0,615;0,633;0,758;0,303;0,524;6,90;9,73;231,53;368,51
"Vale do Reginaldo II (Maceió , RM Maceió)";HDU;--;62,23;68,56;59,00;34,30;0,382;0,573;0,487;0,573;0,621;0,726;0,184;0,453;4,63;7,68;166,17;283,56
"Vale do Silva (Maceió , RM Maceió)";HDU;--;64,66;71,42;49,60;25,10;0,594;0,676;0,607;0,641;0,661;0,774;0,523;0,624;9,79;10,26;349,80;432,79
"Vale do Sol (Maceió , RM Maceió)";HDU;--;70,61;78,12;30,90;11,51;0,705;0,849;0,735;0,801;0,760;0,885;0,626;0,863;9,30;11,31;775,34;1165,89
"Vales do Benedito (Maceió , RM Maceió)";HDU;--;62,36;67,34;58,40;38,70;0,435;0,522;0,514;0,528;0,623;0,706;0,257;0,381;6,31;7,43;195,79;214,18
"Vergel (Maceió , RM Maceió)";HDU;--;62,90;69,88;56,30;29,90;0,473;0,604;0,539;0,594;0,632;0,748;0,310;0,497;6,37;8,29;229,06;321,67
"Vila do Eucalipto (Maceió , RM Maceió)";HDU;--;62,23;68,56;59,00;34,30;0,382;0,573;0,487;0,573;0,621;0,726;0,184;0,453;4,63;7,68;166,17;283,56
"Vila Emater (Maceió , RM Maceió)";HDU;--;63,08;68,56;55,60;34,30;0,452;0,573;0,542;0,573;0,635;0,726;0,268;0,453;6,02;7,68;232,70;283,56
"Vila Feitosa (Maceió , RM Maceió)";HDU;--;63,08;68,56;55,60;34,30;0,452;0,573;0,542;0,573;0,635;0,726;0,268;0,453;6,02;7,68;232,70;283,56
"Vila Olímpica (Maceió , RM Maceió)";HDU;--;62,23;69,50;59,00;31,10;0,382;0,609;0,487;0,591;0,621;0,742;0,184;0,514;4,63;8,17;166,17;315,60
"Virgem dos Pobres (Maceió , RM Maceió)";HDU;--;64,38;71,42;50,60;25,10;0,526;0,676;0,587;0,641;0,656;0,774;0,377;0,624;8,07;10,26;308,56;432,79
"Madre de Deus (Madre de Deus , RM Salvador)";HDU;--;67,45;72,64;34,32;20,00;0,565;0,708;0,599;0,670;0,708;0,794;0,426;0,667;8,17;9,76;332,67;517,74
"Barão do Iriri (Magé , RM do Rio de Janeiro)";HDU;--;70,90;74,72;25,00;14,50;0,631;0,695;0,661;0,702;0,765;0,829;0,496;0,576;9,29;9,55;489,33;632,95
"Bela Floresta / Mundo Novo / Vila Incon / Vila Maia (Magé , RM do Rio de Janeiro)";HDU;--;67,76;73,54;32,40;16,20;0,544;0,697;0,602;0,672;0,713;0,809;0,376;0,624;8,78;8,90;339,09;524,03
"Cachoeira Grande (Magé , RM do Rio de Janeiro)";HDU;--;66,77;69,63;34,90;22,60;0,494;0,643;0,577;0,624;0,696;0,744;0,301;0,573;7,56;8,95;289,18;389,56
"Centro / Magemirim (Magé , RM do Rio de Janeiro)";HDU;--;74,23;76,86;18,50;11,70;0,690;0,773;0,710;0,751;0,821;0,864;0,563;0,713;9,66;9,83;663,14;856,48
"Centro / Rodoviária (Magé , RM do Rio de Janeiro)";HDU;--;74,23;76,86;18,50;11,70;0,690;0,773;0,710;0,751;0,821;0,864;0,563;0,713;9,66;9,83;663,14;856,48
"Conceição (Magé , RM do Rio de Janeiro)";HDU;--;66,77;69,87;34,90;22,20;0,494;0,637;0,577;0,629;0,696;0,748;0,301;0,549;7,56;8,44;289,18;401,62
"Divisa / Canal / Igreja São Judas Tadeu (Magé , RM do Rio de Janeiro)";HDU;--;66,77;71,16;34,90;19,90;0,494;0,660;0,577;0,651;0,696;0,769;0,301;0,573;7,56;9,19;289,18;459,34
"Fábrica Santana / Pau Grande (Magé , RM do Rio de Janeiro)";HDU;--;67,76;71,82;32,40;18,80;0,544;0,685;0,602;0,663;0,713;0,780;0,376;0,622;8,78;9,49;339,09;494,46
"Figueira / Morro do Bonfim / Vila Nova (Magé , RM do Rio de Janeiro)";HDU;--;74,23;76,12;18,50;12,60;0,690;0,765;0,710;0,736;0,821;0,852;0,563;0,715;9,66;9,73;663,14;778,94
"Fragoso (Magé , RM do Rio de Janeiro)";HDU;--;67,31;71,16;33,50;19,90;0,531;0,660;0,591;0,651;0,705;0,769;0,359;0,573;7,22;9,19;317,36;459,34
"Fragoso / Jardim Nazareno (Magé , RM do Rio de Janeiro)";HDU;--;70,98;76,12;24,80;12,60;0,622;0,765;0,664;0,736;0,766;0,852;0,472;0,715;9,07;9,73;497,97;778,94
"Fragoso / Morro do Caititu (Magé , RM do Rio de Janeiro)";HDU;--;74,23;76,86;18,50;11,70;0,690;0,773;0,710;0,751;0,821;0,864;0,563;0,713;9,66;9,83;663,14;856,48
"Freguesia Nossa Senhora da Piedade (Magé , RM do Rio de Janeiro)";HDU;--;76,19;79,80;15,10;8,30;0,805;0,858;0,823;0,875;0,853;0,913;0,743;0,790;10,50;10,32;1342,61;1849,80
"Freguesia Nossa Senhora da Piedade / Centro-Magemirim / Viação Teresópolis (Magé , RM do Rio de Janeiro)";HDU;--;74,23;76,86;18,50;11,70;0,690;0,773;0,710;0,751;0,821;0,864;0,563;0,713;9,66;9,83;663,14;856,48
"Ipiranga / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)";HDU;--;68,74;72,33;29,90;18,00;0,561;0,685;0,623;0,668;0,729;0,789;0,389;0,611;8,21;9,27;385,73;509,54
"Itacolomi (Magé , RM do Rio de Janeiro)";HDU;--;67,31;72,42;33,50;17,90;0,531;0,698;0,591;0,668;0,705;0,790;0,359;0,644;7,22;9,73;317,36;512,48
"Jardim da Paz / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)";HDU;--;70,49;74,72;25,90;14,50;0,590;0,695;0,654;0,702;0,758;0,829;0,414;0,576;8,41;9,55;468,68;632,95
"Jardim do Nazareno (Magé , RM do Rio de Janeiro)";HDU;--;68,74;71,82;29,90;18,80;0,561;0,685;0,623;0,663;0,729;0,780;0,389;0,622;8,21;9,49;385,73;494,46
"Jardim Esmeralda (Magé , RM do Rio de Janeiro)";HDU;--;68,74;72,42;29,90;17,90;0,561;0,698;0,623;0,668;0,729;0,790;0,389;0,644;8,21;9,73;385,73;512,48
"Jardim Novo Horizonte / Vila Recreio / Jardim Paradinhos / Pedágio (Magé , RM do Rio de Janeiro)";HDU;--;67,31;69,87;33,50;22,20;0,531;0,637;0,591;0,629;0,705;0,748;0,359;0,549;7,22;8,44;317,36;401,62
"Jardim Riviera / Guia de Pacobaiba (Magé , RM do Rio de Janeiro)";HDU;--;74,23;76,86;18,50;11,70;0,690;0,773;0,710;0,751;0,821;0,864;0,563;0,713;9,66;9,83;663,14;856,48
"Jóquei Club Ipiranga / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)";HDU;--;66,77;69,87;34,90;22,20;0,494;0,637;0,577;0,629;0,696;0,748;0,301;0,549;7,56;8,44;289,18;401,62
"Luzitânia / Vila Esperança / Barbuda (Magé , RM do Rio de Janeiro)";HDU;--;69,19;72,33;28,80;18,00;0,571;0,685;0,631;0,668;0,737;0,789;0,400;0,611;7,81;9,27;406,66;509,54
"Maria Conga / Suvaco de Cobra / Saco (Magé , RM do Rio de Janeiro)";HDU;--;68,74;72,33;29,90;18,00;0,561;0,685;0,623;0,668;0,729;0,789;0,389;0,611;8,21;9,27;385,73;509,54
"Nova Marília / Citrolândia (Magé , RM do Rio de Janeiro)";HDU;--;66,77;69,63;34,90;22,60;0,494;0,643;0,577;0,624;0,696;0,744;0,301;0,573;7,56;8,95;289,18;389,56
"Nova Marília / Piedade (Magé , RM do Rio de Janeiro)";HDU;--;70,49;74,88;25,90;14,20;0,590;0,741;0,654;0,706;0,758;0,831;0,414;0,694;8,41;9,77;468,68;645,69
"Parque Bonguile (Magé , RM do Rio de Janeiro)";HDU;--;67,76;73,54;32,40;16,20;0,544;0,697;0,602;0,672;0,713;0,809;0,376;0,624;8,78;8,90;339,09;524,03
"Parque Imperador / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)";HDU;--;71,00;74,88;24,80;14,20;0,656;0,741;0,665;0,706;0,767;0,831;0,553;0,694;9,25;9,77;500,55;645,69
"Parque Iriri / Matadouro (Magé , RM do Rio de Janeiro)";HDU;--;66,77;69,87;34,90;22,20;0,494;0,637;0,577;0,629;0,696;0,748;0,301;0,549;7,56;8,44;289,18;401,62
"Parque São José (Magé , RM do Rio de Janeiro)";HDU;--;68,74;72,33;29,90;18,00;0,561;0,685;0,623;0,668;0,729;0,789;0,389;0,611;8,21;9,27;385,73;509,54
"Parque Veneza / Corumbá (Magé , RM do Rio de Janeiro)";HDU;--;66,56;69,39;35,50;23,10;0,501;0,634;0,572;0,618;0,693;0,740;0,317;0,558;7,47;8,44;280,51;375,41
"Pau Grande (Magé , RM do Rio de Janeiro)";HDU;--;74,23;76,12;18,50;12,60;0,690;0,765;0,710;0,736;0,821;0,852;0,563;0,715;9,66;9,73;663,14;778,94
"Piabetá (Magé , RM do Rio de Janeiro)";HDU;--;70,98;73,99;24,80;15,50;0,622;0,730;0,664;0,695;0,766;0,817;0,472;0,685;9,07;10,19;497,97;605,48
"Piabeta / Centro (Magé , RM do Rio de Janeiro)";HDU;--;74,23;76,86;18,50;11,70;0,690;0,773;0,710;0,751;0,821;0,864;0,563;0,713;9,66;9,83;663,14;856,48
"Rio do Ouro / Loteamento Granjas São José da Cachoeira (Magé , RM do Rio de Janeiro)";HDU;--;67,31;72,42;33,50;17,90;0,531;0,698;0,591;0,668;0,705;0,790;0,359;0,644;7,22;9,73;317,36;512,48
"Santa Dália / Guia de Pacobaíba (Magé , RM do Rio de Janeiro)";HDU;--;68,74;72,33;29,90;18,00;0,561;0,685;0,623;0,668;0,729;0,789;0,389;0,611;8,21;9,27;385,73;509,54
"Santo Aleixo (Magé , RM do Rio de Janeiro)";HDU;--;70,90;76,12;25,00;12,60;0,631;0,765;0,661;0,736;0,765;0,852;0,496;0,715;9,29;9,73;489,33;778,94
"Santo Aleixo / Serra dos Orgãos (Magé , RM do Rio de Janeiro)";HDU;--;66,77;69,63;34,90;22,60;0,494;0,643;0,577;0,624;0,696;0,744;0,301;0,573;7,56;8,95;289,18;389,56
"São Francisco do Croara (Magé , RM do Rio de Janeiro)";HDU;--;68,74;71,16;29,90;19,90;0,561;0,660;0,623;0,651;0,729;0,769;0,389;0,573;8,21;9,19;385,73;459,34
"São Geraldo (Magé , RM do Rio de Janeiro)";HDU;--;69,19;73,54;28,80;16,20;0,571;0,697;0,631;0,672;0,737;0,809;0,400;0,624;7,81;8,90;406,66;524,03
"Sítio do Pica Pau / Ponto Final / Santo Aleixo (Magé , RM do Rio de Janeiro)";HDU;--;70,49;76,12;25,90;12,60;0,590;0,765;0,654;0,736;0,758;0,852;0,414;0,715;8,41;9,73;468,68;778,94
"Suruí Centro (Magé , RM do Rio de Janeiro)";HDU;--;70,90;74,72;25,00;14,50;0,631;0,695;0,661;0,702;0,765;0,829;0,496;0,576;9,29;9,55;489,33;632,95
"Suruí Centro / Estação (Magé , RM do Rio de Janeiro)";HDU;--;67,31;69,63;33,50;22,60;0,531;0,643;0,591;0,624;0,705;0,744;0,359;0,573;7,22;8,95;317,36;389,56
"Vila Carvalho / Piabetá (Magé , RM do Rio de Janeiro)";HDU;--;69,19;72,42;28,80;17,90;0,571;0,698;0,631;0,668;0,737;0,790;0,400;0,644;7,81;9,73;406,66;512,48
"Vila Liberdade (Magé , RM do Rio de Janeiro)";HDU;--;76,19;79,80;15,10;8,30;0,805;0,858;0,823;0,875;0,853;0,913;0,743;0,790;10,50;10,32;1342,61;1849,80
"Colinas (Mairiporã , RM São Paulo)";HDU;--;67,05;71,43;30,20;20,90;0,544;0,656;0,596;0,648;0,701;0,774;0,385;0,563;9,06;9,66;326,71;450,39
"Colinas / Mairiporã : Rua Bucarest / Rua Mongólia (Mairiporã , RM São Paulo)";HDU;--;--;75,62;--;13,80;--;0,736;--;0,713;--;0,844;--;0,663;--;10,82;--;677,15
"Mairiporã : Cemitério Jardim da Serra (Mairiporã , RM São Paulo)";HDU;--;73,66;79,60;16,70;8,60;0,688;0,828;0,742;0,805;0,811;0,910;0,542;0,775;10,35;11,35;808,97;1201,30
"Mairiporã : Escola Estadual Arthur Weingrill / Escola Municipal Professor Armando Pavanelli (Mairiporã , RM São Paulo)";HDU;--;70,54;75,62;22,40;13,80;0,648;0,736;0,672;0,713;0,759;0,844;0,534;0,663;9,96;10,82;524,04;677,15
"Mairiporã : Escola Estadual Doutor José Roberto Melchior (Mairiporã , RM São Paulo)";HDU;--;69,85;72,12;23,80;19,60;0,619;0,705;0,635;0,659;0,748;0,785;0,499;0,676;10,18;12,27;417,17;481,81
"Mairiporã : Escola Estadual Nair Hannickel Romaro / Escola Municipal Nancy de Freitas Rolim (Mairiporã , RM São Paulo)";HDU;--;70,54;75,62;22,40;13,80;0,648;0,736;0,672;0,713;0,759;0,844;0,534;0,663;9,96;10,82;524,04;677,15
"Mairiporã : Escola Estadual Professora Nide Zaim Cardoso (Mairiporã , RM São Paulo)";HDU;--;76,53;79,62;12,40;8,60;0,817;0,878;0,843;0,870;0,859;0,910;0,752;0,855;11,12;12,03;1518,45;1798,97
"Mairiporã : Escola Estadual Professor Odarico Oliveira Nascimento (Mairiporã , RM São Paulo)";HDU;--;67,05;71,43;30,20;20,90;0,544;0,656;0,596;0,648;0,701;0,774;0,385;0,563;9,06;9,66;326,71;450,39
"Mairiporã : Escola Municipal Jardins Cinco Lagos de Santa Maria / Escola Municipal de Educação Infantil Jardins Cinco Lagos de Santa Maria (Mairiporã , RM São Paulo)";HDU;--;74,28;79,60;15,70;8,60;0,773;0,828;0,759;0,805;0,821;0,910;0,741;0,775;10,95;11,35;900,94;1201,30
"Mairiporã : Escola Municipal José da Silveira Pinheiro / Escola Municipal Mufarrege Salomao Chamma / Delegacia e Ciretran de Mairiporã (Mairiporã , RM São Paulo)";HDU;--;74,28;79,60;15,70;8,60;0,773;0,828;0,759;0,805;0,821;0,910;0,741;0,775;10,95;11,35;900,94;1201,30
"Mairiporã : Escola Municipal Luiz Jose da Silva / Escola Municipal Creche Professora Sumico Maeda Yanase (Mairiporã , RM São Paulo)";HDU;--;74,28;79,60;15,70;8,60;0,773;0,828;0,759;0,805;0,821;0,910;0,741;0,775;10,95;11,35;900,94;1201,30
"Mairiporã : Estrada Armando B. de Almeida / Rua Kyugo Yoshida (Mairiporã , RM São Paulo)";HDU;--;72,05;79,60;19,50;8,60;0,691;0,828;0,696;0,805;0,784;0,910;0,604;0,775;10,93;11,35;608,20;1201,30
"Mairiporã : Ponto Turístico Pedreira do Dib (Mairiporã , RM São Paulo)";HDU;--;--;72,12;--;19,60;--;0,705;--;0,659;--;0,785;--;0,676;--;12,27;--;481,81
"Mairiporã : Rod. Fernão Dias ( KM 67 ) / Pedágio (Mairiporã , RM São Paulo)";HDU;--;69,85;71,10;23,80;21,50;0,619;0,699;0,635;0,659;0,748;0,768;0,499;0,676;10,18;12,27;417,17;481,81
"Mato Dentro (Mairiporã , RM São Paulo)";HDU;--;74,28;79,60;15,70;8,60;0,773;0,828;0,759;0,805;0,821;0,910;0,741;0,775;10,95;11,35;900,94;1201,30
"Paiva Castro : Condomínio Residencial Gleba I (Mairiporã , RM São Paulo)";HDU;--;--;79,90;--;8,30;--;0,880;--;0,894;--;0,915;--;0,832;--;11,77;--;2089,75
"Paiva Castro : Condominio Suíça da Cantareira (Mairiporã , RM São Paulo)";HDU;--;--;80,16;--;8,00;--;0,893;--;0,903;--;0,919;--;0,859;--;12,45;--;2211,34
"Paiva Castro : Escola Estadual Bairro do Itaim / Escola de Educacao Especial Apae Alice Silva Oliveira (Mairiporã , RM São Paulo)";HDU;--;74,28;79,60;15,70;8,60;0,773;0,828;0,759;0,805;0,821;0,910;0,741;0,775;10,95;11,35;900,94;1201,30
